cartoon,character,title,coment,image,video
ONEPIECE,ACE,人物介绍,波特卡斯·D·艾斯，日本漫畫《航海王》及其衍生作品中的角色。薩博與蒙奇·D·路飛的結義兄弟。原名哥爾·D·艾斯，實為“海賊王”哥爾·D·羅傑的遺腹子，長大後因相當痛恨父親，故改姓母親波特卡斯·D·露玖的姓氏。燒燒果實的前任能力者，綽號“火拳”，實力強大，懸賞金5億5000萬貝里。,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.139y.com%2Fgl%2F361799.html&psig=AOvVaw0Uz9o0VYyXfRGNV-4v4Okk&ust=1681449722978000&source=images&cd=vfe&ved=0CBEQjRxqFwoTCNjRps6Opv4CFQAAAAAdAAAAABAE,ace.mp4
